id,status_update,created_by,created_time,media_url,posted_ip,privacy_settings,post_status
773,"Cameron is thankful for the thousands of emails and comments that he's received from those who value the freedom to express one's beliefs,' the actor's rep said in an e-mail statement.",209,2021-07-25T17:26:02Z,http://dummyimage.com/1291x810.png/dddddd/000000,3.84.187.63,me,deleted
774,As if digging out of the rubble of deadly tornadoes were not enough of a challenge: Midwest residents and cleanup crews now have to work around people trying to exploit the destruction.,868,2021-06-02T02:55:55Z,http://dummyimage.com/186x1464.png/dddddd/000000,32.243.143.57,anyone,draft
775,"Mitt Romney may have more money than any other presidential candidate, but his wife said she does not consider herself wealthy. “We can be poor in spirit, and I don’t even consider myself wealthy, which is an interesting thing, it can be here today and gone tomorrow,” Ann Romney said.",670,2020-10-03T17:15:14Z,http://dummyimage.com/1442x608.png/cc0000/ffffff,144.181.148.253,friends,draft
776,"Four years ago, Sen. John McCain used a slew of victories on Super Tuesday to all but clinch the Republican nomination, but even though voters in 10 states will head to the polls Tuesday don’t expect such a decisive outcome this year.",594,2020-10-26T13:44:07Z,http://dummyimage.com/555x1933.png/ff4444/ffffff,82.204.101.45,me,deleted
777,"The barely mentioned death of Tyler Clementi emerged in the trial of Rutgers University student Dharun Ravi today, in the form of an exchange of text messages between the defendant and a friend the day after Clementi leaped to his death from the George Washington Bridge.",751,2021-01-24T15:47:09Z,http://dummyimage.com/1311x1832.png/ff4444/ffffff,157.52.240.96,me,draft
778,Stephanie Decker stayed conscious: 'I had to figure out what to do.',165,2021-06-24T21:39:52Z,,237.128.176.102,anyone,draft
779,"Payton Bushnell, 3, ingested 37 high-powered magnets.",611,2021-01-10T12:04:37Z,http://dummyimage.com/1125x1425.png/cc0000/ffffff,87.114.175.246,anyone,deleted
780,"Health officials in Casper, Wyo., are investigating an outbreak of kidney failure linked to a batch of synthetic marijuana known as “spice.”",425,2020-11-09T15:50:15Z,http://dummyimage.com/1598x1301.png/5fa2dd/ffffff,246.84.217.5,friends,active
781,"How could it better be conveyed that hydrogen fuel cell technology will make car emissions disappear? Make a car disappear, of course.",86,2021-04-12T00:12:55Z,http://dummyimage.com/1102x1447.png/cc0000/ffffff,89.152.206.239,me,active
782,"Mitt Romney is in a solid position heading into Super Tuesday, poised to win at least four states by wide margins.",274,2021-03-10T06:39:37Z,http://dummyimage.com/1034x1832.png/cc0000/ffffff,115.217.47.96,me,deleted
783,"A Livonia, Mich., man has filed a class action lawsuit against his local AMC movie theater, alleging the establishment grossly overcharges for its snacks and seeking a refund for customers.",944,2021-03-30T21:14:38Z,http://dummyimage.com/1058x1152.png/dddddd/000000,201.101.86.198,anyone,deleted
784,"Instead of shaking hands outside polling places in Ohio or Tennessee today, Rick Santorum warned a Super Tuesday audience at the American Israel Public Affairs Committee conference in Washington D.C.",690,2021-01-26T15:20:20Z,http://dummyimage.com/1705x1488.png/ff4444/ffffff,33.131.2.207,friends,deleted
785,"The ABC News politics and government teams will offer a live fact-check of President Obama’s first press conference of the year, which kicks off at 1:15 p.m. ET at the White House. Watch the press conference, which takes place as Republicans in ten states are voting on a candidate to challenge Obama...",711,2021-01-20T13:06:34Z,http://dummyimage.com/632x323.png/cc0000/ffffff,167.172.107.196,friends,active
786,"An $8,100 chicken McNugget and other expensive items.",397,2021-05-25T18:32:18Z,http://dummyimage.com/664x1209.png/cc0000/ffffff,63.200.118.68,me,active
787,"The Sunday night fire at the Park Haven Nursing Home resulted in the death of one person, though officials would not release the individual’s name or age.",526,2021-05-02T13:29:06Z,http://dummyimage.com/913x1891.png/5fa2dd/ffffff,246.151.218.218,friends,deleted
788,"Blocking a marijuana-like chemical in the brain could help fuel effortless weight loss, according to a new study on mice.",965,2021-03-27T19:13:55Z,http://dummyimage.com/740x1630.png/ff4444/ffffff,107.211.98.63,me,draft
789,A woman in California was killed early this morning when a projectile fired from a homemade cannon allegedly fired by her husband crashed into their mobile home.,740,2021-08-03T16:39:50Z,http://dummyimage.com/489x1096.png/cc0000/ffffff,68.217.75.117,me,active
791,"A close race for the Republican nomination is seen in crucial Ohio primary after clenching Virginia and Vermont, per ABC projections.",292,2021-07-23T03:00:27Z,http://dummyimage.com/1700x1823.png/cc0000/ffffff,230.250.43.95,me,active
793,Three members of a Maryland family died after contracting severe respiratory illnesses.,852,2020-09-14T07:54:16Z,http://dummyimage.com/1671x200.png/ff4444/ffffff,237.250.168.0,anyone,active
794,A close race for the Republican nomination is seen in crucial Ohio primary.,210,2020-10-14T15:48:05Z,http://dummyimage.com/258x1144.png/5fa2dd/ffffff,6.225.72.101,me,deleted
795,Mitt Romney's front-runner status was battered tonight after he appeared to win a marquee primary in Ohio by just a razor-thin margin and a handful of other Super Tuesday states in which he faced almost no competition.,300,2021-08-17T07:27:17Z,http://dummyimage.com/1319x1979.png/ff4444/ffffff,228.219.148.62,me,draft
796,The candidates stump speeches rock out to a hot beat.,680,2021-01-06T19:09:51Z,http://dummyimage.com/311x316.png/ff4444/ffffff,39.233.66.119,friends,active
797,Key prosecution witness could have been a co-defendant.,179,2021-08-28T22:32:56Z,http://dummyimage.com/1278x963.png/ff4444/ffffff,124.113.146.46,me,active
798,"It wasn’t pretty and it wasn’t impressive, but Mitt Romney came out a winner Tuesday night. He came into Super Tuesday with one significant goal: winning Ohio.",556,2020-09-01T00:13:04Z,http://dummyimage.com/1798x339.png/5fa2dd/ffffff,193.61.59.214,anyone,deleted
799,"Many women deal with stress on a daily basis, and new research indicates it could be killing them.",358,2020-12-18T14:10:17Z,http://dummyimage.com/1590x396.png/5fa2dd/ffffff,127.159.80.39,anyone,deleted
800,Apple's set to unveil its new iPad today. ABC News is live from the event.,811,2021-06-15T06:04:38Z,http://dummyimage.com/652x1740.png/dddddd/000000,204.12.191.127,friends,active
801,From Clogged Toilets to Congress: The campaign icon of 2008 is diving back into politics in 2012.,481,2020-10-29T05:06:24Z,http://dummyimage.com/1435x674.png/5fa2dd/ffffff,58.205.139.102,me,draft
802,Redbox is offering a free DVD rental from those fiery entertainment kiosks on Thursday in celebration of two billion movie and game rentals.,768,2021-07-11T17:00:35Z,http://dummyimage.com/1771x855.png/ff4444/ffffff,224.48.42.113,friends,deleted
803,"ABC News’ Joanna Stern will be liveblogging the Apple iPad event today, March 7 at 10:00 a.m. PST / 1:00 p.m. EST.",705,2020-11-29T12:14:28Z,http://dummyimage.com/1524x1930.png/ff4444/ffffff,151.7.229.23,anyone,deleted
804,Parents of a 3-year-old girl had some explaining to do after they forgot their daughter at a Chuck E Cheese and did not realize it until they saw her picture on the evening news.,112,2020-09-28T16:02:16Z,http://dummyimage.com/1523x131.png/5fa2dd/ffffff,84.61.108.111,friends,active
806,At least two injured people were carried to ambulances on stretchers.,840,2021-04-02T12:30:40Z,http://dummyimage.com/495x1289.png/5fa2dd/ffffff,38.154.199.100,me,deleted
807,The candidates stump speeches rock out to a hot beat.,760,2021-08-12T02:30:25Z,http://dummyimage.com/785x546.png/5fa2dd/ffffff,246.165.169.8,me,draft
808,"World News is working on a story about mothers who take ADHD medications like Adderall or Ritalin to get through the day. Are you a mom who, between taking care of the children and your other obligations, relies on these prescription drugs to get everything done?",375,2021-07-20T12:27:11Z,http://dummyimage.com/1555x1904.png/cc0000/ffffff,32.184.150.160,me,draft
809,"Gerald Zirnstein grinds his own hamburger these days. Why? Because this former United States Department of Agriculture scientist and, now, whistleblower, knows that 70 percent of the ground beef we buy at the supermarket contains something he calls “pink slime.'",741,2021-02-12T01:33:18Z,http://dummyimage.com/553x1797.png/dddddd/000000,188.2.64.193,friends,active
810,"Updated Apple tablet starts at $499, with better screen, processor.",650,2020-09-04T08:01:19Z,http://dummyimage.com/1560x365.png/cc0000/ffffff,185.97.178.238,me,active
811,"If you logged onto Facebook at any point today, you may very well have found friends and others sharing “Kony 2012,” a 30-minute YouTube film on the Ugandan warlord Joseph Kony.",576,2021-03-23T05:20:23Z,,86.172.17.90,anyone,deleted
812,A California science teacher who allegedly moonlighted as a porn star has been put on leave after fellow teachers used their smart phones to find the woman’s film credits.,40,2021-03-13T13:50:12Z,http://dummyimage.com/350x1890.png/dddddd/000000,232.244.203.117,anyone,draft
813,"The geomagnetic storm unleashed overnight by the biggest solar flare so far this year will not make a direct hit on Earth, but will strike more of a glancing blow early Thursday, forecasters at the Space Weather Prediction Center in Boulder, Colo., said.",327,2021-03-25T03:28:16Z,http://dummyimage.com/183x169.png/cc0000/ffffff,5.139.115.71,anyone,active
814,"Even with scholarships and loans, Josh Johnson, a sophomore at Penn State University, can’t make ends meet. So the business student started tap dancing for tips in New York City.",337,2021-07-29T17:49:24Z,http://dummyimage.com/1678x544.png/ff4444/ffffff,251.211.7.171,me,active
815,How to protect yourself against yourself against income tax identity theft.,14,2021-02-08T20:37:43Z,http://dummyimage.com/817x1482.png/ff4444/ffffff,64.136.178.66,anyone,deleted
816,A new study shows an 80 percent increase in suicide rates from 2004 to 2008.,641,2020-12-09T18:49:42Z,http://dummyimage.com/1603x820.png/5fa2dd/ffffff,39.250.74.214,anyone,active
817,"It's usually medical, but sometimes for vanity (the owner's).",70,2021-05-16T11:23:47Z,http://dummyimage.com/632x1837.png/5fa2dd/ffffff,128.164.149.129,anyone,draft
818,They are designed to simplify the driving experience: Push a button rather than turn a key.,915,2021-06-09T16:05:55Z,http://dummyimage.com/214x203.png/dddddd/000000,145.144.76.108,friends,deleted
819,"This story was prepared from an excerpt of “Rhino Wars,” an article in National Geographic’s March 2012 issue.",116,2021-05-08T11:05:45Z,http://dummyimage.com/1971x774.png/dddddd/000000,70.116.149.233,anyone,deleted
820,An Oregon nursing student admitted that exams were the motive behind two recent bomb threats she called in to her community college.,477,2020-11-03T01:16:34Z,http://dummyimage.com/419x1034.png/dddddd/000000,151.31.215.164,me,deleted
821,"Last October, I asked President Obama about his decision to send Special Forces troops to help eliminate Joseph Kony and the Lord’s Resistance Army.",111,2020-11-17T21:38:27Z,http://dummyimage.com/453x1978.png/dddddd/000000,54.176.19.180,me,active
822,The Dept. of Human Services said Amanda Clayton is no longer being helped.,508,2021-03-14T13:03:37Z,http://dummyimage.com/738x1375.png/ff4444/ffffff,254.255.44.207,anyone,draft
823,"“Pink slime,” a cheap meat filler, is in 70 percent of the ground beef sold at supermarkets and up to 25 percent of each American hamburger patty, by some estimates. “It kind of looks like play dough,” said Kit Foshee, who was a corporate assurance manager at Beef Products Inc.",58,2021-03-29T07:41:19Z,http://dummyimage.com/1801x1472.png/dddddd/000000,102.44.119.238,anyone,active
824,"So-called hate groups are on the rise, according to a new report.",906,2020-12-15T21:59:57Z,http://dummyimage.com/990x1358.png/cc0000/ffffff,225.153.61.57,anyone,active
825,Experts hope that descendants of the recovered sailors may recognize them.,652,2021-01-11T04:40:58Z,http://dummyimage.com/891x703.png/cc0000/ffffff,136.134.195.179,friends,deleted
826,Detractors question group's evangelical roots and financial records.,930,2020-09-05T01:06:30Z,http://dummyimage.com/1238x504.png/ff4444/ffffff,152.118.253.224,me,active
827,A Look Back at the Survivors on the Day of the Disaster and Where They are Now,506,2021-08-13T20:39:52Z,http://dummyimage.com/417x1873.png/cc0000/ffffff,61.203.185.137,me,draft
828,"Employers created 227,000 jobs last month, unemployment rate unchanged at 8.3 percent",296,2020-10-16T20:29:15Z,http://dummyimage.com/1340x594.png/5fa2dd/ffffff,77.169.67.243,anyone,deleted
829,Tips to trick your body clock.,24,2021-06-13T08:16:53Z,http://dummyimage.com/1194x1661.png/dddddd/000000,110.160.158.93,friends,draft
830,A new California law requires the warning when drinks contain a certain amount of carcinogens.,312,2021-07-21T05:25:42Z,http://dummyimage.com/802x751.png/dddddd/000000,3.131.155.118,anyone,deleted
831,The price of beef and other consumer products are expected to rise.,630,2021-01-24T12:48:28Z,,227.94.52.119,anyone,active
832,"Although Vieau said passengers around them and security were sympathetic to the situation, the pilot was not. A flight attendant told them the plane would be pulling back to the gate.",542,2020-10-14T19:38:10Z,http://dummyimage.com/1615x1739.png/cc0000/ffffff,125.151.210.223,me,draft
833,"SHARE THIS! 1,144 reasons for who'll be the GOP presidential nominee in 2012.",93,2021-05-18T01:08:13Z,http://dummyimage.com/1178x1947.png/cc0000/ffffff,170.180.190.9,me,deleted
834,Eden Wormer's Facebook page says she loves 'all my haterz.',598,2021-08-29T18:46:16Z,http://dummyimage.com/383x877.png/cc0000/ffffff,138.218.38.232,me,deleted
835,This picture is reason alone to watch 20/20 'Pet Crazy' tonight!!!,753,2020-09-01T09:29:45Z,http://dummyimage.com/804x109.png/dddddd/000000,46.127.79.151,friends,deleted
836,The former child soldier featured in the “Kony 2012″ viral sensation told ABC News today that it is important for people to see the video.,191,2021-04-13T19:32:25Z,http://dummyimage.com/944x1264.png/5fa2dd/ffffff,178.116.123.140,friends,deleted
837,The president of the American Meat Institute defends the practice as a way to safely use what otherwise would be wasted.,370,2021-06-13T06:11:42Z,http://dummyimage.com/771x1370.png/dddddd/000000,223.159.47.253,friends,draft
838,"Rovio, the maker of the cult game Angry Birds, has just announced SXSW 2012 that its next version will be Angry Birds Space.",109,2021-05-16T05:14:57Z,http://dummyimage.com/803x1347.png/dddddd/000000,49.154.29.219,friends,draft
839,An educated consumer is a healthy consumer.,572,2020-10-02T09:46:02Z,http://dummyimage.com/1923x1277.png/5fa2dd/ffffff,26.13.218.209,friends,deleted
840,Sometimes doctors miss the red flags.,696,2021-07-22T20:04:06Z,http://dummyimage.com/573x567.png/dddddd/000000,79.189.166.149,friends,deleted
841,The Obama campaign will roll out a 17-minute documentary of the president’s first term in office.,619,2021-05-10T05:34:39Z,http://dummyimage.com/192x1441.png/ff4444/ffffff,191.41.67.217,me,active
842,Marilyn Hagerty's Olive Garden review received more than 400K views.,789,2021-08-08T05:57:11Z,http://dummyimage.com/1722x1640.png/dddddd/000000,31.152.224.171,me,deleted
843,Don’t put away the tinfoil hats just yet. Government space weather watchers say a new geomagnetic storm is on the way following an eruption on the surface of the sun Friday morning.,236,2020-09-04T13:58:02Z,http://dummyimage.com/800x1480.png/cc0000/ffffff,245.218.191.172,anyone,draft
845,"Associated Press Several newspapers are refusing to run an upcoming “Doonesbury” comic strip series by author Garry Trudeau that deals with a Texas law requiring women to have an ultrasound before having an abortion. The six-day series, set to run next week, tells the story of a pregnant woman who g...",649,2021-06-29T14:17:29Z,http://dummyimage.com/782x193.png/ff4444/ffffff,96.37.160.202,me,active
846,"Eating lots of fruits and veggies may not only improve our overall health, but may actually make us more attractive, according to a new study...",903,2021-03-18T05:01:29Z,http://dummyimage.com/263x1349.png/ff4444/ffffff,14.6.163.43,friends,draft
847,Advisory follows State Dept. warning about drug cartel violence.,524,2020-09-17T11:27:21Z,http://dummyimage.com/138x1502.png/ff4444/ffffff,235.170.1.193,anyone,draft
848,"Amazon.com The erotic novel “Fifty Shades of Grey” has become such a success that gray ties — an article of clothing that plays a prominent role in the book — have become a hot item in New York, says a blogger who was an early fan of the book and encouraged her followers to read it. “Hundreds of wom...",284,2021-08-26T04:06:11Z,http://dummyimage.com/302x226.png/cc0000/ffffff,78.38.215.203,anyone,draft
849,Could a drug known for its psychedelic “acid trips” be used to treat alcoholism? Norwegian researchers say that lysergic acid diethylamide — also...,309,2021-05-11T14:14:56Z,http://dummyimage.com/156x596.png/ff4444/ffffff,225.68.253.164,anyone,deleted
850,"More work is needed to stop youth tobacco use, surgeon general reports.",857,2020-11-06T05:54:03Z,http://dummyimage.com/1034x1581.png/ff4444/ffffff,118.4.10.9,anyone,active
851,"(ABC) Worldwide surge in fully furnished tree houses: new “secret places” to help restore a little health and sanity at any age Nature’s Edge Notebook #20 Observation, Analysis, Reflection, New Questions They’re like something in a dream. But they’re popping up in trees all over the world. And they ...",289,2020-11-21T13:49:10Z,http://dummyimage.com/539x156.png/dddddd/000000,129.68.87.42,anyone,draft
852,The brand was not named.,66,2021-08-21T14:25:26Z,http://dummyimage.com/367x1479.png/cc0000/ffffff,24.203.183.121,friends,active
853,"(Jason LaVeris/FilmMagic/Getty Images) AUSTIN, Texas — George Bluth may not be the most patient man in the world — at least when it comes to the new “Arrested Development” movie. Speaking at the SXSW Film and Interactive festivals in Austin, Texas, the 67-year-old Jeffrey Tambor said producers “bett...",741,2021-06-09T08:34:39Z,http://dummyimage.com/1410x1785.png/dddddd/000000,52.186.61.203,anyone,active
854,Ladies: You might want to listen to Kurt Vonnegut.,898,2021-05-21T21:53:11Z,http://dummyimage.com/1252x320.png/5fa2dd/ffffff,181.184.193.17,anyone,active
855,The U.S. Embassy in Kabul has warned foreigners to keep a low profile.,74,2021-02-02T05:06:39Z,,138.188.250.87,me,draft
856,Two infants have died in the last decade among ultra-Orthodox Jews in NYC.,392,2020-10-09T17:08:08Z,http://dummyimage.com/747x913.png/dddddd/000000,230.179.95.233,me,deleted
857,Molecular structure could potentially deliver drugs directly to cancer cells.,474,2021-03-12T05:01:27Z,http://dummyimage.com/584x774.png/5fa2dd/ffffff,220.192.181.151,friends,deleted
858,"It’s new iPad week, or at least it will be come Friday when the new Apple iPads start landing in the hands of customers.",248,2021-07-04T23:10:57Z,http://dummyimage.com/1290x566.png/5fa2dd/ffffff,94.81.162.152,friends,deleted
859,The 38-year-old staff sergeant had been in Afghanistan since December.,595,2020-11-27T00:14:11Z,http://dummyimage.com/335x858.png/cc0000/ffffff,66.111.101.146,anyone,active
860,"Authorities in Alabama are on the hunt for at least one gorilla after reports that the animal was spotted near a store in rural Newbern, Ala.",553,2021-04-25T15:48:03Z,http://dummyimage.com/896x1374.png/5fa2dd/ffffff,197.11.235.88,friends,draft
861,"If you’re a Facebook user, you’ve likely noticed the new Timeline layout that has started to roll out, bringing a different look to user profile pages and replacing “The Wall” that most people were used to.",801,2021-07-17T01:33:19Z,http://dummyimage.com/1982x1419.png/cc0000/ffffff,172.136.237.215,me,draft
862,Researchers found clues of a hidden painting that might be a Da Vinci.,440,2021-05-21T13:55:31Z,http://dummyimage.com/1416x744.png/5fa2dd/ffffff,45.131.150.182,friends,deleted
863,Obama will pick his brackets with ESPN’s Andy Katz Tuesday. He's shown he has the hoops knowledge. But should he focus on politics?,177,2021-04-17T22:51:56Z,http://dummyimage.com/840x1775.png/5fa2dd/ffffff,34.205.148.4,friends,active
864,Sinaloa Cartel boss was in Los Cabos during Hillary Clinton visit.,31,2020-12-22T18:10:57Z,http://dummyimage.com/492x1374.png/cc0000/ffffff,167.224.120.210,friends,draft
865,Study suggests cutting red meat could lengthen your life.,491,2021-04-07T14:50:36Z,http://dummyimage.com/1477x473.png/5fa2dd/ffffff,9.182.125.179,me,draft
866,"Timothy Forbes has been accused of biting off part of a competing coach's ear during a Friday night basketball game in Springfield, Mass.",676,2021-04-10T08:14:41Z,http://dummyimage.com/1007x351.png/ff4444/ffffff,56.112.139.185,me,draft
867,Walmart said it hasn't taken a position on the pay disclosure rule.,740,2020-10-21T21:51:52Z,http://dummyimage.com/449x969.png/dddddd/000000,81.195.123.149,friends,draft
868,ABC News has uncovered questionable police conduct in the investigation of the fatal shooting of an unarmed black teenager by a white neighborhood watch captain in Florida,135,2021-02-02T17:18:12Z,http://dummyimage.com/1127x137.png/5fa2dd/ffffff,132.12.242.41,anyone,deleted
869,Dr. Peter Goodwin died at 82 after lethally injecting himself.,954,2021-06-28T23:17:29Z,http://dummyimage.com/914x1185.png/ff4444/ffffff,33.242.105.249,me,draft
870,Company used homeless people in Austin as wireless hotspots at SXSW.,314,2021-07-03T00:34:12Z,http://dummyimage.com/1954x767.png/cc0000/ffffff,170.42.62.107,anyone,active
871,American officials have become so frustrated with a Mexican drug lord's ability to elude capture that they've started telling jokes about it.,962,2020-12-08T22:56:02Z,http://dummyimage.com/1923x1137.png/5fa2dd/ffffff,229.225.93.103,anyone,deleted
872,A third female lawmaker is hitting below the belt to show her displeasure with the record number of antiabortion measures passing across the country.,617,2021-06-28T08:54:52Z,http://dummyimage.com/561x432.png/cc0000/ffffff,251.105.40.137,friends,active
873,Celebs and skyscrapers don't compare to freedom.,579,2021-07-07T02:45:30Z,http://dummyimage.com/231x1847.png/5fa2dd/ffffff,51.230.27.45,anyone,active
874,"Britannica was printed in 1768. And now, 244 years later, it has been printed for the last time.",113,2020-10-01T01:40:26Z,http://dummyimage.com/818x1561.png/ff4444/ffffff,211.154.233.185,me,deleted
877,Evangelical voters dominated GOP Southern primaries,146,2021-04-24T01:05:34Z,http://dummyimage.com/1591x1064.png/5fa2dd/ffffff,26.35.66.255,me,draft
878,Evangelical voters dominated GOP Southern primaries,650,2021-07-23T15:02:17Z,http://dummyimage.com/168x311.png/cc0000/ffffff,232.228.18.97,me,active
879,"Try these red, white and blue pies and sharpen your math skills. We thought about sharing 3.14 pies with you, but went a little overboard...",184,2020-09-03T15:03:25Z,http://dummyimage.com/193x1084.png/ff4444/ffffff,77.218.217.22,me,active
880,"Santorum defied expectations and polling numbers to come up with victories over his better-funded and better-organized challenger, Mitt Romney. But again, it was Romney who ended the night on top.",699,2021-07-12T11:48:58Z,http://dummyimage.com/1016x1491.png/cc0000/ffffff,216.81.13.161,friends,draft
881,A 6.8 earthquake hit northeast Japan today prompting officials to issue tsunami advisories for same area that was devastated by last year’s 8.9 quake and tsunami.,906,2020-11-08T18:56:32Z,http://dummyimage.com/1160x981.png/ff4444/ffffff,223.74.227.217,me,draft
882,The same bacterium responsible for most stomach ulcers may play a role in the development of Type 2 diabetes among overweight and obese adults.,1000,2020-10-19T04:37:38Z,http://dummyimage.com/923x1968.png/ff4444/ffffff,42.21.48.223,friends,draft
883,"Greg Smith wrote a scathing op-ed in the New York Times on Wednesday as part of his resignation, saying the firm has lost its way.",466,2020-09-04T17:21:37Z,,93.28.176.155,anyone,deleted
884,At least one person has been killed and several were injured in the shooting.,117,2021-02-23T08:32:50Z,http://dummyimage.com/548x747.png/5fa2dd/ffffff,244.6.138.139,me,deleted
885,"Adam Goodsell was on his way to propose to the love of his life, driving from Salt Lake City, Utah, to Logan Friday with the engagement ring in hand to surprise Goldie Chaney.",273,2021-08-08T19:41:57Z,http://dummyimage.com/1676x472.png/5fa2dd/ffffff,219.227.8.153,me,draft
886,Officials in Azerbaijan claim 22 people accused of plotting terror attacks.,723,2020-11-09T01:52:27Z,http://dummyimage.com/480x1101.png/cc0000/ffffff,79.185.237.47,me,active
887,A young Canadian man is hoping the heart-wrenching final text message conversation he had with his girlfriend before she died can serve as a reminder of the dangers of distracted driving.,410,2020-11-24T23:00:27Z,http://dummyimage.com/289x1953.png/ff4444/ffffff,14.237.168.110,friends,deleted
888,"ABC News has the learned that the U.S. Department of Agriculture will announce that starting this fall, schools will be able to choose whether or not they buy hamburger that contains lean finely textured beef known as “pink slime.”",832,2021-02-16T20:15:24Z,http://dummyimage.com/1548x828.png/5fa2dd/ffffff,181.117.65.203,me,active
890,The 2012 movie follows three high school students who throw the ultimate 'anything goes' party that spirals out of control.,921,2021-01-31T05:04:11Z,http://dummyimage.com/183x331.png/ff4444/ffffff,185.149.154.229,anyone,draft
891,"As America takes a second look at its GOP options, these endorsers are too.",600,2021-05-27T23:03:36Z,http://dummyimage.com/949x162.png/dddddd/000000,178.235.56.56,anyone,deleted
893,Gina Rinehart just ranked No. 29 on Forbes’ Billionaire List but she probably will not be up for any mother-of-the-year awards.,998,2021-03-26T20:28:15Z,http://dummyimage.com/1491x1776.png/5fa2dd/ffffff,217.251.192.254,friends,active
894,"With March Madness looming, a Cape Cod clinic is giving guys the perfect excuse to veg out on the couch: A vasectomy. They’ll even throw in a free pizza. “This gives them an excuse to sit down, watch the game, eat some pizza'.",717,2021-05-20T14:24:13Z,,125.97.235.235,friends,deleted
895,Federal government's campaign shows people with smoking-related illnesses.,307,2020-12-20T20:08:58Z,http://dummyimage.com/1205x648.png/dddddd/000000,189.166.2.144,friends,active
896,"New research shows a link between an increase in the death of bees and insecticides, specifically the chemicals used to coat corn seeds.",846,2021-01-05T12:02:52Z,http://dummyimage.com/650x463.png/ff4444/ffffff,34.25.7.232,me,draft
897,"High gas prices have been hitting people’s wallets, but a small device planted by thieves at gas pumps could be costing people in a much bigger way.",764,2021-04-25T11:37:43Z,http://dummyimage.com/1875x395.png/cc0000/ffffff,125.179.98.132,anyone,active
898,Tornadoes have destroyed 13 homes and left 105 significantly damaged.,331,2021-08-09T20:11:39Z,http://dummyimage.com/795x291.png/ff4444/ffffff,166.56.123.174,me,deleted
899,The lines outside Apple stores across the U.S. have formed for the new tablet.,513,2021-03-29T07:28:25Z,http://dummyimage.com/1778x864.png/ff4444/ffffff,73.249.198.227,anyone,draft
900,Protests against corporal punishment in Florida,1000,2020-11-14T14:55:44Z,http://dummyimage.com/1665x1430.png/ff4444/ffffff,165.118.66.88,friends,active
901,"Actor and members of Congress protested Sudan government in Washington, D.C.",836,2021-05-28T22:14:02Z,http://dummyimage.com/1379x489.png/cc0000/ffffff,216.46.169.80,friends,draft
902,"A national security official downplayed the plot to ABC News, saying that “al Qaeda’s capabilities did not match Bin Laden’s intent'.",162,2020-11-01T21:01:21Z,http://dummyimage.com/1751x110.png/cc0000/ffffff,103.84.189.39,anyone,deleted
903,"As bacteria evolve to evade antibiotics, common infections could become deadly according to the director general of the World Health Organization.",732,2021-08-20T20:57:12Z,http://dummyimage.com/710x747.png/dddddd/000000,101.73.15.6,friends,deleted
905,"Russell was allegedly dancing around an intersection wearing “speedo-like underwear.” He then removed the underwear and made sexual gestures, sources told TMZ.",281,2021-04-23T00:06:04Z,http://dummyimage.com/265x876.png/5fa2dd/ffffff,107.172.84.43,friends,draft
906,Staff Sgt. Robert Bales named as suspect in massacre of 16 Afghans.,310,2021-05-09T00:53:35Z,http://dummyimage.com/562x502.png/cc0000/ffffff,175.102.87.61,friends,draft
907,"“In a side by side, the ground beef without the pink stuff in it is definitely a much better burger,” AP's food editor told ABC News.",42,2021-03-30T17:23:09Z,http://dummyimage.com/485x1594.png/ff4444/ffffff,250.119.103.158,me,draft
908,Outrage escalates as details of death emerge.,619,2020-11-23T04:35:24Z,http://dummyimage.com/1060x336.png/cc0000/ffffff,253.1.98.23,anyone,active
909,"One hundred years ago, before the age of the automobile and shortly after the invention of the airplane, a group of Yoshino cherry trees were...",466,2021-07-26T11:08:04Z,http://dummyimage.com/406x1914.png/5fa2dd/ffffff,189.48.216.246,friends,active
910,Sen. Ryan McDougle's Facebook page is shown. Do you think 'sarcasm bombing' is effective?,405,2021-01-29T21:24:37Z,http://dummyimage.com/1044x367.png/dddddd/000000,53.220.102.166,anyone,draft
911,Many fathers say depiction of clueless parenting is offensive.,641,2021-04-24T21:53:31Z,http://dummyimage.com/1679x1594.png/ff4444/ffffff,165.16.187.201,me,draft
912,Got a new iPad? These are the apps you want to get.,373,2021-03-31T14:13:35Z,http://dummyimage.com/860x1980.png/cc0000/ffffff,56.247.225.12,me,draft
913,"(Image Credit: ABC News) At 92 years old, Betty Longshore is very much alive and kicking, so she was surprised to find out her bank thought she was dead. “The first thing that happened was the bank called me and said t...",403,2020-11-19T00:26:42Z,http://dummyimage.com/957x1685.png/cc0000/ffffff,156.69.233.228,anyone,deleted
914,Researchers found clues of a hidden painting that might be a Da Vinci.,250,2021-08-11T01:39:43Z,http://dummyimage.com/1729x1134.png/5fa2dd/ffffff,83.146.7.97,friends,deleted
915,Should you trade yours in?,907,2020-12-21T05:20:26Z,http://dummyimage.com/1124x434.png/dddddd/000000,223.164.194.244,anyone,draft
916,Study finds link between cell phone radiation and behavior problems in mice.,703,2021-03-19T14:49:50Z,http://dummyimage.com/1679x327.png/ff4444/ffffff,137.92.189.95,friends,active
917,“You’re more awesome than a monkey wearing a tuxedo made out bacon riding a cyborg unicorn with a lightsaber for the horn on the tip of a space...,227,2021-01-15T07:42:36Z,http://dummyimage.com/1825x1712.png/dddddd/000000,132.223.230.48,friends,active
